LineId,Date,Time,time_zone,Level,Component,log_tag,Content,EventId,EventTemplate
1773,2021-12-20,18:07:02.828,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Reconfiguration started (old inc 0, new inc 2), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Reconfiguration started, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220233939000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1774,2021-12-20,18:07:02.828,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234013000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1775,2021-12-20,18:07:02.828,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234016000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1776,2021-12-20,18:07:02.828,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234024000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1777,2021-12-20,18:07:02.828,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED opened read only, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234025000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1778,2021-12-20,18:07:02.828,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234026000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1779,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234027000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1780,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Shutting down instance: further logons disabled, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Shutting down instance, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234030000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1781,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Starting ORACLE instance (restrict) (OS id: 18519), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Starting ORACLE instance, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234101000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1782,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Reconfiguration started (old inc 0, new inc 2), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Reconfiguration started, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234108000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1783,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234121000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1784,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234122000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1785,2021-12-20,18:07:02.829,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234122000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1786,2021-12-20,18:07:02.830,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB$SEED opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234123000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1787,2021-12-20,18:07:02.830,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB1 opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234125000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1788,2021-12-20,18:07:02.830,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB2 opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234127000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1789,2021-12-20,18:07:02.830,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Shutting down instance: further logons disabled, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Shutting down instance, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234554000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1790,2021-12-20,18:07:02.830,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB1 closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234615000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1791,2021-12-20,18:07:02.830,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB2 closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234615000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1792,2021-12-20,18:07:02.831,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Starting ORACLE instance (normal) (OS id: 22786), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Starting ORACLE instance, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234643000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1793,2021-12-20,18:07:02.831,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=+ASM1, source_type=Alert Log - ASM, source=alert_+ASM1.log, content=SUCCESS: ALTER DISKGROUP ALL DISMOUNT /* asm agent *//* {0:0:230} */, pdbname=null, hostname=den00xrz, component=ASM, database=NULL, tracefile=null, data_type=event, name=ORA-ERRORCODE, from=null, to=null, source_path=/scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log, collectionid=20211220235131den00xrz, timestamp=20211220232715000}",1d241ae0,"Processing returned event Fields: {instance=+ASM<*>, source<*>+ASM<*>.log, <*> ALTER DISKGROUP ALL DISMOUNT <*>/<*><*><*><*><*><*><*><*><*><*><*><*>"
1794,2021-12-20,18:07:02.831,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=+ASM1, source_type=Alert Log - ASM, source=alert_+ASM1.log, content=Starting ORACLE instance (normal) (OS id: 6176), pdbname=null, hostname=den00xrz, component=ASM, database=NULL, tracefile=null, data_type=event, name=Starting ORACLE instance, from=null, to=null, source_path=/scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log, collectionid=NULL, timestamp=20211220232820000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1795,2021-12-20,18:07:02.831,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Reconfiguration started (old inc 0, new inc 2), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Reconfiguration started, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234651000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1796,2021-12-20,18:07:02.831,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=+ASM1, source_type=Alert Log - ASM, source=alert_+ASM1.log, content=Reconfiguration started (old inc 0, new inc 2), pdbname=null, hostname=den00xrz, component=ASM, database=NULL, tracefile=null, data_type=event, name=Reconfiguration started, from=null, to=null, source_path=/scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log, collectionid=NULL, timestamp=20211220232828000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1797,2021-12-20,18:07:02.831,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB2 opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234705000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1798,2021-12-20,18:07:02.832,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB1 opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234705000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1799,2021-12-20,18:07:02.832,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Shutting down instance: further logons disabled, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Shutting down instance, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234715000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1800,2021-12-20,18:07:02.832,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB2 closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234721000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1801,2021-12-20,18:07:02.832,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB1 closed, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_down, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234721000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1802,2021-12-20,18:07:02.832,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Starting ORACLE instance (normal) (OS id: 23732), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Starting ORACLE instance, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234838000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1803,2021-12-20,18:07:02.832,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Reconfiguration started (old inc 0, new inc 2), pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=Reconfiguration started, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234846000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1804,2021-12-20,18:07:02.833,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB1 opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234900000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1805,2021-12-20,18:07:02.833,PST,INFO,3270-602,CollectionMetaDataJson,"Processing returned event Fields: {instance=orcl1, source_type=Alert Log - DB, source=alert_orcl1.log, content=Pluggable database PDB2 opened read write, pdbname=null, hostname=den00xrz, component=RDBMS, database=orcl, tracefile=null, data_type=event, name=pluggable_database_up, from=null, to=null, source_path=/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, collectionid=NULL, timestamp=20211220234900000}",fadd5ec5,Processing returned event Fields: <*> source<*>path=<*><*><*><*><*><*><*><*><*><*>
1806,2021-12-20,18:07:02.833,PST,INFO,3270-602,CollectionMetaDataJson,Completed : Gathering Events in Period Data,d338284b,Completed : Gathering Events in Period Data
1807,2021-12-20,18:07:02.833,PST,INFO,3270-602,CollectionMetaDataJson,Gathering Node Membership History Data,e5ee8d77,Gathering <*> <*> <*> Data
1808,2021-12-20,18:07:02.833,PST,INFO,3270-602,CollectionMetaDataJson,Unable to read events file : /scratch/u01/app/grid_base/crsdata/den00xrz/crf/db/events/events.log,eae61ca1,Unable to read events file : <*><*><*><*><*><*><*><*><*><*>
1809,2021-12-20,18:07:02.841,PST,INFO,3270-602,CollectionMetaDataJson,Gathering Grid Data,aa9a636c,Gathering <*> Data
1810,2021-12-20,18:07:02.841,PST,INFO,3270-602,CollectionMetaDataJson,Completed : Gathering Grid Data,c8974c42,Completed : <*> <*> Data
1811,2021-12-20,18:07:02.841,PST,INFO,3270-602,CollectionMetaDataJson,Gathering SRDC Data For : .xml,67ae6536,Gathering SRDC Data For : <*>
1812,2021-12-20,18:07:02.841,PST,INFO,3270-602,CollectionMetaDataJson,Completed : Gathering SRDC Data For : .xml,d7c93730,Completed : Gathering SRDC Data For : <*>
1813,2021-12-20,18:07:02.841,PST,INFO,3270-602,CollectionMetaDataJson,Adding Machine Data,cbe954e1,Adding <*> Data
1814,2021-12-20,18:07:02.842,PST,INFO,3270-602,CollectionMetaDataJson,Gathering Database Data,aa9a636c,Gathering <*> Data
1815,2021-12-20,18:07:02.842,PST,INFO,3270-602,CollectionMetaDataJson,Completed : Gathering Database Data,c8974c42,Completed : <*> <*> Data
1816,2021-12-20,18:07:02.849,PST,INFO,3270-602,DiagCollection,Completed creating Zip Metadata Json File for zip : /opt/oracle.ahf/data/repository/TestCHM_collection/den00xrz.tfa_Tue_Dec_21_02_03_07_UTC_2021.zip,35745520,Completed creating Zip Metadata Json File for zip : <*><*><*><*><*><*>
1817,2021-12-20,18:07:02.849,PST,INFO,3270-602,DiagCollection,Adding zip info json file /opt/oracle.ahf/data/repository/TestCHM_collection/den00xrz.tfa_Tue_Dec_21_02_03_07_UTC_2021.zip.json,72c21a62,Adding zip info json file <*><*><*><*><*><*>
1818,2021-12-20,18:07:02.850,PST,INFO,3270-602,DiagCollection,Completed Adding zip info json file to /opt/oracle.ahf/data/repository/TestCHM_collection/den00xrz.tfa_Tue_Dec_21_02_03_07_UTC_2021.zip,b728abc3,Completed Adding zip info json file to <*><*><*><*><*><*>
1819,2021-12-20,18:07:02.855,PST,INFO,3270-602,FileEntity,Collecting last 1000 lines for : /opt/oracle.ahf/data/den00xrz/diag/tfa/tfa_main.trc,b66d25d2,Collecting last <*> lines for : <*><*><*><*><*><*><*>
1820,2021-12-20,18:07:03.231,PST,INFO,3270-602,Action,"Action persisted : startdiagcollection, Status : COMPLETE",0664b4ae,Action persisted : <*> Status : <*>
1821,2021-12-20,18:07:07.405,PST,INFO,3270-626,TFAIndexerThread,Starting indexer thread for index,46c8b9dc,Starting indexer thread for <*>
1822,2021-12-20,18:07:07.405,PST,INFO,3270-626,TFAIndexerThread,Redo log file /opt/oracle.ahf/data/den00xrz/tfa/output/backup/indexRedo.log,a2cdcf95,Redo log file <*><*><*><*><*><*><*><*>
1823,2021-12-20,18:07:07.405,PST,INFO,3270-626,TFAIndexerThread,Index location /opt/oracle.ahf/data/den00xrz/tfa/output/index,94f20de8,Index location <*><*><*><*><*><*><*>
1824,2021-12-20,18:07:07.440,PST,INFO,3270-51,FloodControlManager,"Checking FC Event : ORA-00257, Component : orcl, Arg : null, Event Date : Mon Dec 20 18:07:06 PST 2021",c0328468,Checking FC Event : <*> Component : <*> Arg : <*> Event Date : Mon Dec <*> <*>:<*>:<*> PST <*>
1825,2021-12-20,18:07:07.447,PST,INFO,3270-51,DriverClassMT,"Check incidents cmd: /opt/oracle.ahf/ahf/bin/ahfctl  adrci, -ohome, /scratch/u01/app/db/product, -adrbase, /scratch/u01/app/db_base, -adrhome, /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1, -execute, show incidents -p ""error_number = 00257 and create_time between '2021-12-21 02:07:05.000000 +00:00' and '2021-12-21 02:07:08.000000 +00:00' and flood_controlled = 1"" -mode brief",81456db7,Check incidents cmd: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*>
1826,2021-12-20,18:07:08.523,PST,INFO,3270-51,DriverClassMT,AddCriticalEvent : 2021-12-21T02:07:06Z : /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log : ORA-00257: archiver error,c694a7e8,AddCriticalEvent : <*> : <*>
1827,2021-12-20,18:07:08.529,PST,INFO,3270-51,Global,"adding to queueORA-00257: archiver error, Event NameORA-00257",ee9cbdb2,"adding to queueORA-<*>: archiver error, Event NameORA-<*>"
1828,2021-12-20,18:07:08.529,PST,INFO,3270-51,Global,Setting CriticalEventsID for valid Critical Event,88c89481,Setting CriticalEventsID for valid Critical Event
1829,2021-12-20,18:07:08.529,PST,INFO,3270-51,Global,Setting CriticalEventsID in getCriticalEventsID,534f2396,Setting <*> in <*>
1830,2021-12-20,18:07:09.530,PST,INFO,3270-51,Global,Setting CriticalEventsID: 20211221020708,f6f6a8f4,Setting <*> <*>
1831,2021-12-20,18:07:09.530,PST,INFO,3270-51,Global,CriticalEventsID : 20211221020708,4e3ef687,CriticalEventsID : <*>
1832,2021-12-20,18:07:09.530,PST,INFO,3270-51,Global,SRDCCriticalEventsID : {},1707c1ae,SRDCCriticalEventsID : <*>
1833,2021-12-20,18:07:09.530,PST,INFO,3270-51,Global,Adding first critical event to criticalEvents and starting TrimzipHandlerThread for event at :2021-12-21T02:07:06Z,fba6e07f,Adding first critical event to criticalEvents and starting TrimzipHandlerThread for event at <*>
1834,2021-12-20,18:07:09.536,PST,INFO,3270-51,Global,Adding critical event: ORA-00257: archiver errorTime: 2021-12-21T02:07:06Z,f62a7bd2,Adding critical event: ORA-<*>: archiver errorTime: <*>-<*>-<*>T<*>:<*>:<*>Z
1835,2021-12-20,18:07:09.539,PST,INFO,3270-51,MappingAutoSrdcXMLReader,Starting MappingAutoSrdcXMLReader: /opt/oracle.ahf/tfa/resources/mappingAutoSrdc.xml,77474370,Starting <*> <*>
1836,2021-12-20,18:07:09.542,PST,INFO,3270-51,MappingAutoSrdcXMLReader,Root element :auto_srdcs,65c7bef9,Root element :auto_srdcs
1837,2021-12-20,18:07:09.542,PST,INFO,3270-51,MappingAutoSrdcXMLReader,Node List size  :8,9b03e47b,Node List size :<*>
1838,2021-12-20,18:07:09.547,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora600Filename -> srdc_ora600.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
1839,2021-12-20,18:07:09.547,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora700Filename -> srdc_ora700.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
1840,2021-12-20,18:07:09.547,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora4030Filename -> srdc_ora4030.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
1841,2021-12-20,18:07:09.547,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora4031Filename -> srdc_ora4031.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
1842,2021-12-20,18:07:09.547,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora4020Filename -> srdc_ora4020.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
1843,2021-12-20,18:07:09.547,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora4021Filename -> srdc_ora4021.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
1844,2021-12-20,18:07:09.548,PST,INFO,3270-51,MappingAutoSrdcXMLReader,"Adding AutoSRDC : Name ->ora7445Filename -> srdc_ora7445.xmlParameters ->database,event_time",7518d9e9,Adding AutoSRDC : Name ->ora<*>Filename -> srdc<*>time
